1,1.0505
1,0.21043
1,0.7187
1,3.2292
1,1.8451
1,0.77879
1,-0.56508
1,-1.5293
1,-0.46219
1,0.10685
1,1.1248
1,1.9328
1,2.8141
1,1.6131
1,1.3379
1,0.59932
1,-0.3859
1,0.8205
1,-0.082465
1,1.6224
1,0.64377
1,-0.22116
1,0.96876
1,-1.032
1,-2.6259
1,0.65848
1,2.2834
1,2.3146
1,1.8428
1,2.4021
1,-0.19388
1,0.39393
1,2.2034
1,-0.3789
1,0.24741
1,-1.2172
1,0.67663
1,1.8414
1,1.6556
1,2.0049
1,1.7857
1,1.0712
1,0.94815
1,0.3873
1,1.1067
1,1.2949
1,1.9338
1,0.70974
1,2.1404
1,1.184
1,1.3483
1,0.35279
1,2.4379
1,1.3577
1,2.0114
1,2.3288
1,2.4403
1,0.40889
1,0.71156
1,0.85378
1,0.91369
1,0.087906
1,0.85879
1,0.80146
1,2.0105
1,1.6754
1,0.71638
1,0.44298
1,1.5416
1,0.31952
1,0.62331
1,-0.43421
1,-0.17421
1,0.17634
1,0.88125
1,-1.0342
1,2.6434
1,0.56776
1,0.77722
1,0.28965
1,1.7666
1,2.289
1,0.91702
1,1.6473
1,2.4332
1,1.1267
1,-0.5442
1,0.92796
1,-0.83367
1,0.26207
1,-0.97424
1,-0.3991
1,-1.2164
1,0.76691
1,1.6402
1,1.339
1,2.2323
1,0.75263
1,0.50801
1,0.74673
1,1.1581
1,1.9437
1,1.7537
1,0.009981
1,0.34705
1,3.8152
1,0.97336
1,1.3311
1,0.19939
1,0.12131
1,0.71551
1,0.25738
1,0.32425
1,-2.0491
1,-0.15202
1,1.8353
1,2.05
1,-0.73285
1,1.1408
1,-1.1743
1,-1.6864
1,0.54428
1,-0.36201
1,0.09872
1,1.3004
1,2.2571
1,1.9391
1,2.041
1,1.9665
1,1.7414
1,0.97891
1,0.79497
1,0.98859
1,0.91253
1,1.5432
1,0.74782
1,0.92248
1,0.45807
1,1.0012
1,0.51703
1,0.6961
1,1.1169
1,0.90352
1,1.6357
1,0.56097
1,1.313
1,0.57532
1,1.3153
1,1.0041
1,0.78303
1,0.74408
1,0.21061
1,1.089
1,0.38639
1,0.024517
1,-0.85609
1,-0.46976
1,0.77386
1,0.47841
1,0.43506
1,1.1744
1,1.0968
1,0.96777
1,0.99681
1,0.18607
1,0.59204
1,0.48668
1,1.3258
1,0.9752
1,1.3576
1,0.58789
1,1.1287
1,0.341
1,0.34874
1,0.85284
1,0.70746
1,0.65316
1,1.731
1,0.92084
1,1.0514
1,0.75872
1,1.4976
1,1.2661
1,0.77274
1,0.98458
1,0.96535
1,1.2999
1,1.6274
1,0.93035
1,0.83825
1,1.2654
1,1.7154
1,0.2867
1,1.8708
1,0.12771
1,0.53129
1,-0.28664
1,0.52921
1,-0.30488
1,0.24508
1,0.93538
1,0.54512
1,0.47967
1,0.04784
1,0.50555
1,0.94117
1,1.6754
1,1.1279
1,0.59634
1,0.76216
1,0.87359
1,0.84022
1,1.0874
1,0.54461
1,0.81279
1,0.5519
1,1.2062
1,0.31025
1,0.087683
1,0.77756
1,0.065882
1,0.76701
1,0.67153
1,0.36476
1,-0.67377
1,0.49423
1,-0.49625
1,-2.1752
1,-1.3991
1,-0.10582
1,0.31711
1,0.95154
1,0.39468
1,0.95652
1,0.68499
1,0.69237
1,-0.32444
1,0.78448
1,0.33784
1,1.188
1,0.91107
1,0.29926
1,0.68666
1,0.036043
1,0.28467
